id_empleado,nombre,apellidos,dni,cargo,id_tienda,fecha_ingreso
5238,Empleado_5238,Apellido_5238,10005238,Cajero,13,2024-03-17
5239,Empleado_5239,Apellido_5239,10005239,Vendedor,8,2024-06-21
5240,Empleado_5240,Apellido_5240,10005240,Cajero,4,2021-05-08
5241,Empleado_5241,Apellido_5241,10005241,Vendedor,8,2023-10-19
5242,Empleado_5242,Apellido_5242,10005242,Cajero,1,2025-03-13
5243,Empleado_5243,Apellido_5243,10005243,Vendedor,12,2021-08-18
5244,Empleado_5244,Apellido_5244,10005244,Cajero,12,2021-08-04
5245,Empleado_5245,Apellido_5245,10005245,Vendedor,9,2023-04-24
5246,Empleado_5246,Apellido_5246,10005246,Cajero,4,2024-07-23
5247,Empleado_5247,Apellido_5247,10005247,Vendedor,10,2022-01-26
5248,Empleado_5248,Apellido_5248,10005248,Cajero,11,2024-08-25
5249,Empleado_5249,Apellido_5249,10005249,Vendedor,7,2022-01-22
5250,Empleado_5250,Apellido_5250,10005250,Cajero,2,2021-05-09
5251,Empleado_5251,Apellido_5251,10005251,Vendedor,9,2022-02-21
5252,Empleado_5252,Apellido_5252,10005252,Cajero,13,2021-02-03
5253,Empleado_5253,Apellido_5253,10005253,Vendedor,4,2025-03-22
5254,Empleado_5254,Apellido_5254,10005254,Cajero,10,2025-03-02
5255,Empleado_5255,Apellido_5255,10005255,Vendedor,2,2025-07-24
5256,Empleado_5256,Apellido_5256,10005256,Cajero,4,2024-04-06
5257,Empleado_5257,Apellido_5257,10005257,Vendedor,2,2022-08-17
5258,Empleado_5258,Apellido_5258,10005258,Cajero,5,2022-03-16
5259,Empleado_5259,Apellido_5259,10005259,Vendedor,4,2025-04-22
5260,Empleado_5260,Apellido_5260,10005260,Cajero,11,2022-07-28
5261,Empleado_5261,Apellido_5261,10005261,Vendedor,7,2024-10-24
5262,Empleado_5262,Apellido_5262,10005262,Cajero,11,2020-12-19
5263,Empleado_5263,Apellido_5263,10005263,Vendedor,3,2025-03-19
5264,Empleado_5264,Apellido_5264,10005264,Cajero,14,2022-01-10
5265,Empleado_5265,Apellido_5265,10005265,Vendedor,11,2023-07-21
5266,Empleado_5266,Apellido_5266,10005266,Cajero,10,2025-07-17
5267,Empleado_5267,Apellido_5267,10005267,Vendedor,15,2021-11-24
5268,Empleado_5268,Apellido_5268,10005268,Cajero,3,2021-02-23
5269,Empleado_5269,Apellido_5269,10005269,Vendedor,7,2022-01-26
5270,Empleado_5270,Apellido_5270,10005270,Cajero,13,2022-06-09
5271,Empleado_5271,Apellido_5271,10005271,Vendedor,1,2022-10-17
5272,Empleado_5272,Apellido_5272,10005272,Cajero,2,2021-07-29
5273,Empleado_5273,Apellido_5273,10005273,Vendedor,2,2022-02-15
5274,Empleado_5274,Apellido_5274,10005274,Cajero,5,2020-10-30
5275,Empleado_5275,Apellido_5275,10005275,Vendedor,4,2020-10-08
5276,Empleado_5276,Apellido_5276,10005276,Cajero,14,2023-05-31
5277,Empleado_5277,Apellido_5277,10005277,Vendedor,5,2024-06-13
5278,Empleado_5278,Apellido_5278,10005278,Cajero,5,2022-05-29
5279,Empleado_5279,Apellido_5279,10005279,Vendedor,5,2021-12-11
5280,Empleado_5280,Apellido_5280,10005280,Cajero,15,2023-10-31
5281,Empleado_5281,Apellido_5281,10005281,Vendedor,8,2023-12-14
5282,Empleado_5282,Apellido_5282,10005282,Cajero,3,2023-02-14
5283,Empleado_5283,Apellido_5283,10005283,Vendedor,2,2023-02-23
5284,Empleado_5284,Apellido_5284,10005284,Cajero,12,2021-04-01
5285,Empleado_5285,Apellido_5285,10005285,Vendedor,8,2023-11-12
5286,Empleado_5286,Apellido_5286,10005286,Cajero,9,2024-11-22
5287,Empleado_5287,Apellido_5287,10005287,Vendedor,7,2023-03-17
5288,Empleado_5288,Apellido_5288,10005288,Cajero,12,2024-08-21
5289,Empleado_5289,Apellido_5289,10005289,Vendedor,3,2024-02-21
5290,Empleado_5290,Apellido_5290,10005290,Cajero,6,2024-01-10
5291,Empleado_5291,Apellido_5291,10005291,Vendedor,9,2023-09-01
5292,Empleado_5292,Apellido_5292,10005292,Cajero,9,2022-06-30
5293,Empleado_5293,Apellido_5293,10005293,Vendedor,7,2023-04-29
5294,Empleado_5294,Apellido_5294,10005294,Cajero,12,2021-09-11
5295,Empleado_5295,Apellido_5295,10005295,Vendedor,14,2021-08-29
5296,Empleado_5296,Apellido_5296,10005296,Cajero,4,2023-03-21
5297,Empleado_5297,Apellido_5297,10005297,Vendedor,11,2021-07-02
5298,Empleado_5298,Apellido_5298,10005298,Cajero,15,2025-01-05
5299,Empleado_5299,Apellido_5299,10005299,Vendedor,11,2025-07-01
5300,Empleado_5300,Apellido_5300,10005300,Cajero,1,2024-01-11
5301,Empleado_5301,Apellido_5301,10005301,Vendedor,7,2025-08-03
5302,Empleado_5302,Apellido_5302,10005302,Cajero,8,2020-12-28
5303,Empleado_5303,Apellido_5303,10005303,Vendedor,7,2022-02-22
5304,Empleado_5304,Apellido_5304,10005304,Cajero,8,2025-01-11
5305,Empleado_5305,Apellido_5305,10005305,Vendedor,3,2021-10-12
5306,Empleado_5306,Apellido_5306,10005306,Cajero,10,2024-03-14
5307,Empleado_5307,Apellido_5307,10005307,Vendedor,5,2024-04-03
5308,Empleado_5308,Apellido_5308,10005308,Cajero,8,2024-08-23
5309,Empleado_5309,Apellido_5309,10005309,Vendedor,10,2021-03-06
5310,Empleado_5310,Apellido_5310,10005310,Cajero,7,2025-04-09
5311,Empleado_5311,Apellido_5311,10005311,Vendedor,7,2023-09-10
5312,Empleado_5312,Apellido_5312,10005312,Cajero,6,2021-07-30
5313,Empleado_5313,Apellido_5313,10005313,Vendedor,6,2021-10-20
5314,Empleado_5314,Apellido_5314,10005314,Cajero,12,2025-07-22
5315,Empleado_5315,Apellido_5315,10005315,Vendedor,4,2024-04-22
5316,Empleado_5316,Apellido_5316,10005316,Cajero,7,2021-11-28
5317,Empleado_5317,Apellido_5317,10005317,Vendedor,5,2023-06-06
5318,Empleado_5318,Apellido_5318,10005318,Cajero,4,2023-10-06
5319,Empleado_5319,Apellido_5319,10005319,Vendedor,14,2025-01-08
5320,Empleado_5320,Apellido_5320,10005320,Cajero,1,2021-07-06
5321,Empleado_5321,Apellido_5321,10005321,Vendedor,11,2023-11-25
5322,Empleado_5322,Apellido_5322,10005322,Cajero,3,2022-11-17
5323,Empleado_5323,Apellido_5323,10005323,Vendedor,3,2024-01-17
5324,Empleado_5324,Apellido_5324,10005324,Cajero,6,2025-05-07
5325,Empleado_5325,Apellido_5325,10005325,Vendedor,11,2025-03-10
5326,Empleado_5326,Apellido_5326,10005326,Cajero,6,2022-03-06
5327,Empleado_5327,Apellido_5327,10005327,Vendedor,6,2021-02-03
5328,Empleado_5328,Apellido_5328,10005328,Cajero,13,2020-09-30
5329,Empleado_5329,Apellido_5329,10005329,Vendedor,9,2024-08-28
5330,Empleado_5330,Apellido_5330,10005330,Cajero,15,2020-12-13
5331,Empleado_5331,Apellido_5331,10005331,Vendedor,14,2024-03-25
5332,Empleado_5332,Apellido_5332,10005332,Cajero,6,2023-07-10
5333,Empleado_5333,Apellido_5333,10005333,Vendedor,11,2024-06-01
5334,Empleado_5334,Apellido_5334,10005334,Cajero,14,2023-03-14
5335,Empleado_5335,Apellido_5335,10005335,Vendedor,14,2021-07-08
5336,Empleado_5336,Apellido_5336,10005336,Cajero,12,2023-05-08
5337,Empleado_5337,Apellido_5337,10005337,Vendedor,3,2021-03-29
5338,Empleado_5338,Apellido_5338,10005338,Cajero,12,2021-05-23
5339,Empleado_5339,Apellido_5339,10005339,Vendedor,1,2023-05-23
5340,Empleado_5340,Apellido_5340,10005340,Cajero,9,2022-05-08
5341,Empleado_5341,Apellido_5341,10005341,Vendedor,12,2021-09-29
5342,Empleado_5342,Apellido_5342,10005342,Cajero,13,2024-09-11
5343,Empleado_5343,Apellido_5343,10005343,Vendedor,5,2021-10-20
5344,Empleado_5344,Apellido_5344,10005344,Cajero,5,2023-03-09
5345,Empleado_5345,Apellido_5345,10005345,Vendedor,2,2021-10-24
5346,Empleado_5346,Apellido_5346,10005346,Cajero,13,2021-12-29
5347,Empleado_5347,Apellido_5347,10005347,Vendedor,10,2024-08-04
5348,Empleado_5348,Apellido_5348,10005348,Cajero,13,2021-03-18
5349,Empleado_5349,Apellido_5349,10005349,Vendedor,14,2023-12-28
5350,Empleado_5350,Apellido_5350,10005350,Cajero,14,2021-07-10
5351,Empleado_5351,Apellido_5351,10005351,Vendedor,6,2023-08-16
5352,Empleado_5352,Apellido_5352,10005352,Cajero,1,2021-08-20
5353,Empleado_5353,Apellido_5353,10005353,Vendedor,12,2022-04-11
5354,Empleado_5354,Apellido_5354,10005354,Cajero,3,2020-09-15
5355,Empleado_5355,Apellido_5355,10005355,Vendedor,12,2021-06-12
5356,Empleado_5356,Apellido_5356,10005356,Cajero,7,2024-07-26
5357,Empleado_5357,Apellido_5357,10005357,Vendedor,3,2024-02-16
5358,Empleado_5358,Apellido_5358,10005358,Cajero,1,2023-06-10
5359,Empleado_5359,Apellido_5359,10005359,Vendedor,8,2021-03-03
5360,Empleado_5360,Apellido_5360,10005360,Cajero,8,2024-03-21
5361,Empleado_5361,Apellido_5361,10005361,Vendedor,13,2023-09-26
5362,Empleado_5362,Apellido_5362,10005362,Cajero,15,2021-02-15
5363,Empleado_5363,Apellido_5363,10005363,Vendedor,2,2024-01-28
5364,Empleado_5364,Apellido_5364,10005364,Cajero,9,2022-05-20
5365,Empleado_5365,Apellido_5365,10005365,Vendedor,11,2023-09-03
5366,Empleado_5366,Apellido_5366,10005366,Cajero,10,2021-10-11
5367,Empleado_5367,Apellido_5367,10005367,Vendedor,11,2023-10-29
5368,Empleado_5368,Apellido_5368,10005368,Cajero,5,2022-01-08
5369,Empleado_5369,Apellido_5369,10005369,Vendedor,15,2023-11-27
5370,Empleado_5370,Apellido_5370,10005370,Cajero,5,2023-01-01
5371,Empleado_5371,Apellido_5371,10005371,Vendedor,11,2022-07-11
5372,Empleado_5372,Apellido_5372,10005372,Cajero,12,2021-10-11
5373,Empleado_5373,Apellido_5373,10005373,Vendedor,2,2024-08-06
5374,Empleado_5374,Apellido_5374,10005374,Cajero,7,2025-04-11
5375,Empleado_5375,Apellido_5375,10005375,Vendedor,9,2021-05-12
5376,Empleado_5376,Apellido_5376,10005376,Cajero,15,2025-05-07
5377,Empleado_5377,Apellido_5377,10005377,Vendedor,2,2025-05-01
5378,Empleado_5378,Apellido_5378,10005378,Cajero,10,2025-04-18
5379,Empleado_5379,Apellido_5379,10005379,Vendedor,13,2024-10-06
5380,Empleado_5380,Apellido_5380,10005380,Cajero,8,2025-08-29
5381,Empleado_5381,Apellido_5381,10005381,Vendedor,12,2022-09-15
5382,Empleado_5382,Apellido_5382,10005382,Cajero,10,2023-04-30
5383,Empleado_5383,Apellido_5383,10005383,Vendedor,6,2024-02-22
5384,Empleado_5384,Apellido_5384,10005384,Cajero,5,2023-06-23
5385,Empleado_5385,Apellido_5385,10005385,Vendedor,8,2024-09-10
5386,Empleado_5386,Apellido_5386,10005386,Cajero,11,2022-08-16
5387,Empleado_5387,Apellido_5387,10005387,Vendedor,9,2024-08-24
5388,Empleado_5388,Apellido_5388,10005388,Cajero,6,2023-06-26
5389,Empleado_5389,Apellido_5389,10005389,Vendedor,14,2024-11-28
5390,Empleado_5390,Apellido_5390,10005390,Cajero,13,2022-10-27
5391,Empleado_5391,Apellido_5391,10005391,Vendedor,11,2023-06-05
5392,Empleado_5392,Apellido_5392,10005392,Cajero,14,2025-04-06
5393,Empleado_5393,Apellido_5393,10005393,Vendedor,14,2022-11-21
5394,Empleado_5394,Apellido_5394,10005394,Cajero,4,2021-07-13
5395,Empleado_5395,Apellido_5395,10005395,Vendedor,13,2024-09-21
5396,Empleado_5396,Apellido_5396,10005396,Cajero,10,2021-10-21
5397,Empleado_5397,Apellido_5397,10005397,Vendedor,11,2021-08-06
5398,Empleado_5398,Apellido_5398,10005398,Cajero,13,2024-08-15
5399,Empleado_5399,Apellido_5399,10005399,Vendedor,7,2022-02-01
5400,Empleado_5400,Apellido_5400,10005400,Cajero,7,2023-06-17
5401,Empleado_5401,Apellido_5401,10005401,Vendedor,3,2021-05-10
5402,Empleado_5402,Apellido_5402,10005402,Cajero,13,2022-08-10
5403,Empleado_5403,Apellido_5403,10005403,Vendedor,5,2024-10-18
5404,Empleado_5404,Apellido_5404,10005404,Cajero,8,2022-08-11
5405,Empleado_5405,Apellido_5405,10005405,Vendedor,4,2021-07-18
5406,Empleado_5406,Apellido_5406,10005406,Cajero,3,2020-10-17
5407,Empleado_5407,Apellido_5407,10005407,Vendedor,6,2025-01-08
5408,Empleado_5408,Apellido_5408,10005408,Cajero,13,2022-11-15
5409,Empleado_5409,Apellido_5409,10005409,Vendedor,5,2024-06-22
5410,Empleado_5410,Apellido_5410,10005410,Cajero,12,2024-08-13
5411,Empleado_5411,Apellido_5411,10005411,Vendedor,4,2022-12-27
5412,Empleado_5412,Apellido_5412,10005412,Cajero,7,2021-09-14
5413,Empleado_5413,Apellido_5413,10005413,Vendedor,1,2020-12-18
5414,Empleado_5414,Apellido_5414,10005414,Cajero,2,2023-07-11
5415,Empleado_5415,Apellido_5415,10005415,Vendedor,9,2020-10-05
5416,Empleado_5416,Apellido_5416,10005416,Cajero,14,2022-10-02
5417,Empleado_5417,Apellido_5417,10005417,Vendedor,7,2021-12-24
5418,Empleado_5418,Apellido_5418,10005418,Cajero,13,2022-03-19
5419,Empleado_5419,Apellido_5419,10005419,Vendedor,7,2022-05-26
5420,Empleado_5420,Apellido_5420,10005420,Cajero,8,2021-07-26
5421,Empleado_5421,Apellido_5421,10005421,Vendedor,10,2023-07-22
5422,Empleado_5422,Apellido_5422,10005422,Cajero,13,2022-04-13
5423,Empleado_5423,Apellido_5423,10005423,Vendedor,10,2024-10-05
5424,Empleado_5424,Apellido_5424,10005424,Cajero,3,2024-07-14
5425,Empleado_5425,Apellido_5425,10005425,Vendedor,7,2023-04-20
5426,Empleado_5426,Apellido_5426,10005426,Cajero,5,2024-08-10
5427,Empleado_5427,Apellido_5427,10005427,Vendedor,9,2023-11-20
5428,Empleado_5428,Apellido_5428,10005428,Cajero,14,2024-08-05
5429,Empleado_5429,Apellido_5429,10005429,Vendedor,15,2022-05-24
5430,Empleado_5430,Apellido_5430,10005430,Cajero,8,2022-12-10
5431,Empleado_5431,Apellido_5431,10005431,Vendedor,8,2021-02-23
5432,Empleado_5432,Apellido_5432,10005432,Cajero,6,2023-01-30
5433,Empleado_5433,Apellido_5433,10005433,Vendedor,12,2025-05-06
5434,Empleado_5434,Apellido_5434,10005434,Cajero,9,2021-01-02
5435,Empleado_5435,Apellido_5435,10005435,Vendedor,7,2020-10-06
5436,Empleado_5436,Apellido_5436,10005436,Cajero,3,2025-05-30
5437,Empleado_5437,Apellido_5437,10005437,Vendedor,11,2025-07-26
5438,Empleado_5438,Apellido_5438,10005438,Cajero,6,2024-09-10
5439,Empleado_5439,Apellido_5439,10005439,Vendedor,2,2025-06-22
5440,Empleado_5440,Apellido_5440,10005440,Cajero,4,2023-05-05
5441,Empleado_5441,Apellido_5441,10005441,Vendedor,5,2022-08-28
5442,Empleado_5442,Apellido_5442,10005442,Cajero,5,2023-09-20
5443,Empleado_5443,Apellido_5443,10005443,Vendedor,2,2023-12-25
5444,Empleado_5444,Apellido_5444,10005444,Cajero,9,2023-12-18
5445,Empleado_5445,Apellido_5445,10005445,Vendedor,11,2023-01-21
5446,Empleado_5446,Apellido_5446,10005446,Cajero,6,2023-12-20
5447,Empleado_5447,Apellido_5447,10005447,Vendedor,13,2021-08-29
5448,Empleado_5448,Apellido_5448,10005448,Cajero,11,2022-10-31
5449,Empleado_5449,Apellido_5449,10005449,Vendedor,13,2024-01-02
5450,Empleado_5450,Apellido_5450,10005450,Cajero,1,2024-08-01
5451,Empleado_5451,Apellido_5451,10005451,Vendedor,6,2023-03-01
5452,Empleado_5452,Apellido_5452,10005452,Cajero,3,2022-12-10
5453,Empleado_5453,Apellido_5453,10005453,Vendedor,6,2024-11-25
5454,Empleado_5454,Apellido_5454,10005454,Cajero,9,2024-09-09
5455,Empleado_5455,Apellido_5455,10005455,Vendedor,2,2022-01-25
5456,Empleado_5456,Apellido_5456,10005456,Cajero,14,2024-10-18
5457,Empleado_5457,Apellido_5457,10005457,Vendedor,10,2024-11-25
5458,Empleado_5458,Apellido_5458,10005458,Cajero,2,2022-12-25
5459,Empleado_5459,Apellido_5459,10005459,Vendedor,15,2021-04-12
5460,Empleado_5460,Apellido_5460,10005460,Cajero,2,2021-08-31
5461,Empleado_5461,Apellido_5461,10005461,Vendedor,10,2025-07-11
5462,Empleado_5462,Apellido_5462,10005462,Cajero,2,2023-11-01
5463,Empleado_5463,Apellido_5463,10005463,Vendedor,6,2024-03-08
5464,Empleado_5464,Apellido_5464,10005464,Cajero,10,2024-01-30
5465,Empleado_5465,Apellido_5465,10005465,Vendedor,9,2021-11-27
5466,Empleado_5466,Apellido_5466,10005466,Cajero,9,2020-09-23
5467,Empleado_5467,Apellido_5467,10005467,Vendedor,7,2023-02-27
5468,Empleado_5468,Apellido_5468,10005468,Cajero,13,2023-11-12
5469,Empleado_5469,Apellido_5469,10005469,Vendedor,6,2021-04-30
5470,Empleado_5470,Apellido_5470,10005470,Cajero,13,2021-10-04
5471,Empleado_5471,Apellido_5471,10005471,Vendedor,11,2025-06-01
5472,Empleado_5472,Apellido_5472,10005472,Cajero,4,2023-12-14
5473,Empleado_5473,Apellido_5473,10005473,Vendedor,10,2022-10-20
5474,Empleado_5474,Apellido_5474,10005474,Cajero,5,2021-04-28
5475,Empleado_5475,Apellido_5475,10005475,Vendedor,2,2024-01-25
5476,Empleado_5476,Apellido_5476,10005476,Cajero,14,2024-12-27
5477,Empleado_5477,Apellido_5477,10005477,Vendedor,5,2022-04-17
5478,Empleado_5478,Apellido_5478,10005478,Cajero,7,2020-12-27
5479,Empleado_5479,Apellido_5479,10005479,Vendedor,13,2021-02-08
5480,Empleado_5480,Apellido_5480,10005480,Cajero,11,2022-04-07
5481,Empleado_5481,Apellido_5481,10005481,Vendedor,8,2021-06-10
5482,Empleado_5482,Apellido_5482,10005482,Cajero,9,2024-10-22
5483,Empleado_5483,Apellido_5483,10005483,Vendedor,9,2021-10-24
5484,Empleado_5484,Apellido_5484,10005484,Cajero,10,2023-04-10
5485,Empleado_5485,Apellido_5485,10005485,Vendedor,9,2024-09-14
5486,Empleado_5486,Apellido_5486,10005486,Cajero,3,2021-05-10
5487,Empleado_5487,Apellido_5487,10005487,Vendedor,6,2025-05-06
5488,Empleado_5488,Apellido_5488,10005488,Cajero,10,2023-01-24
5489,Empleado_5489,Apellido_5489,10005489,Vendedor,14,2021-02-23
5490,Empleado_5490,Apellido_5490,10005490,Cajero,2,2024-05-14
5491,Empleado_5491,Apellido_5491,10005491,Vendedor,10,2025-05-23
5492,Empleado_5492,Apellido_5492,10005492,Cajero,14,2021-07-01
5493,Empleado_5493,Apellido_5493,10005493,Vendedor,8,2023-12-26
5494,Empleado_5494,Apellido_5494,10005494,Cajero,12,2022-05-02
5495,Empleado_5495,Apellido_5495,10005495,Vendedor,3,2024-08-26
5496,Empleado_5496,Apellido_5496,10005496,Cajero,3,2022-04-25
5497,Empleado_5497,Apellido_5497,10005497,Vendedor,14,2025-03-07
5498,Empleado_5498,Apellido_5498,10005498,Cajero,11,2022-11-16
5499,Empleado_5499,Apellido_5499,10005499,Vendedor,6,2025-08-21
5500,Empleado_5500,Apellido_5500,10005500,Cajero,8,2023-02-20
5501,Empleado_5501,Apellido_5501,10005501,Vendedor,2,2023-11-08
5502,Empleado_5502,Apellido_5502,10005502,Cajero,10,2025-07-16
5503,Empleado_5503,Apellido_5503,10005503,Vendedor,12,2020-12-15
5504,Empleado_5504,Apellido_5504,10005504,Cajero,4,2022-04-20
5505,Empleado_5505,Apellido_5505,10005505,Vendedor,5,2024-05-07
5506,Empleado_5506,Apellido_5506,10005506,Cajero,13,2024-07-24
5507,Empleado_5507,Apellido_5507,10005507,Vendedor,10,2021-04-19
5508,Empleado_5508,Apellido_5508,10005508,Cajero,6,2023-08-26
5509,Empleado_5509,Apellido_5509,10005509,Vendedor,4,2025-02-09
5510,Empleado_5510,Apellido_5510,10005510,Cajero,14,2022-10-04
5511,Empleado_5511,Apellido_5511,10005511,Vendedor,7,2024-09-25
5512,Empleado_5512,Apellido_5512,10005512,Cajero,3,2020-12-13
5513,Empleado_5513,Apellido_5513,10005513,Vendedor,2,2020-09-30
5514,Empleado_5514,Apellido_5514,10005514,Cajero,6,2023-08-01
5515,Empleado_5515,Apellido_5515,10005515,Vendedor,9,2024-04-11
5516,Empleado_5516,Apellido_5516,10005516,Cajero,8,2023-11-08
5517,Empleado_5517,Apellido_5517,10005517,Vendedor,6,2024-01-31
5518,Empleado_5518,Apellido_5518,10005518,Cajero,4,2022-07-24
5519,Empleado_5519,Apellido_5519,10005519,Vendedor,3,2024-02-28
5520,Empleado_5520,Apellido_5520,10005520,Cajero,8,2021-12-13
5521,Empleado_5521,Apellido_5521,10005521,Vendedor,12,2022-04-24
5522,Empleado_5522,Apellido_5522,10005522,Cajero,14,2023-06-03
5523,Empleado_5523,Apellido_5523,10005523,Vendedor,8,2022-02-22
5524,Empleado_5524,Apellido_5524,10005524,Cajero,2,2022-10-13
5525,Empleado_5525,Apellido_5525,10005525,Vendedor,11,2024-04-12
5526,Empleado_5526,Apellido_5526,10005526,Cajero,11,2022-05-13
5527,Empleado_5527,Apellido_5527,10005527,Vendedor,13,2023-05-06
5528,Empleado_5528,Apellido_5528,10005528,Cajero,5,2024-10-17
5529,Empleado_5529,Apellido_5529,10005529,Vendedor,7,2022-01-03
5530,Empleado_5530,Apellido_5530,10005530,Cajero,11,2023-02-20
5531,Empleado_5531,Apellido_5531,10005531,Vendedor,6,2023-11-30
5532,Empleado_5532,Apellido_5532,10005532,Cajero,2,2022-04-29
5533,Empleado_5533,Apellido_5533,10005533,Vendedor,6,2022-10-19
5534,Empleado_5534,Apellido_5534,10005534,Cajero,2,2022-03-15
5535,Empleado_5535,Apellido_5535,10005535,Vendedor,15,2020-11-29
5536,Empleado_5536,Apellido_5536,10005536,Cajero,11,2022-04-21
5537,Empleado_5537,Apellido_5537,10005537,Vendedor,3,2021-06-02
5538,Empleado_5538,Apellido_5538,10005538,Cajero,7,2024-06-24
5539,Empleado_5539,Apellido_5539,10005539,Vendedor,15,2024-04-10
5540,Empleado_5540,Apellido_5540,10005540,Cajero,15,2023-02-09
5541,Empleado_5541,Apellido_5541,10005541,Vendedor,14,2024-06-16
5542,Empleado_5542,Apellido_5542,10005542,Cajero,12,2023-11-05
5543,Empleado_5543,Apellido_5543,10005543,Vendedor,14,2024-06-06
5544,Empleado_5544,Apellido_5544,10005544,Cajero,6,2024-08-16
5545,Empleado_5545,Apellido_5545,10005545,Vendedor,3,2022-11-18
5546,Empleado_5546,Apellido_5546,10005546,Cajero,6,2025-04-12
5547,Empleado_5547,Apellido_5547,10005547,Vendedor,15,2020-10-30
5548,Empleado_5548,Apellido_5548,10005548,Cajero,4,2021-01-08
5549,Empleado_5549,Apellido_5549,10005549,Vendedor,6,2023-09-09
5550,Empleado_5550,Apellido_5550,10005550,Cajero,9,2021-10-19
5551,Empleado_5551,Apellido_5551,10005551,Vendedor,11,2021-05-30
5552,Empleado_5552,Apellido_5552,10005552,Cajero,7,2024-08-14
5553,Empleado_5553,Apellido_5553,10005553,Vendedor,8,2023-07-18
5554,Empleado_5554,Apellido_5554,10005554,Cajero,15,2022-12-08
5555,Empleado_5555,Apellido_5555,10005555,Vendedor,11,2023-10-23
5556,Empleado_5556,Apellido_5556,10005556,Cajero,8,2021-05-06
5557,Empleado_5557,Apellido_5557,10005557,Vendedor,3,2025-03-16
5558,Empleado_5558,Apellido_5558,10005558,Cajero,2,2024-03-22
5559,Empleado_5559,Apellido_5559,10005559,Vendedor,11,2022-08-08
5560,Empleado_5560,Apellido_5560,10005560,Cajero,12,2024-06-24
5561,Empleado_5561,Apellido_5561,10005561,Vendedor,10,2022-03-19
5562,Empleado_5562,Apellido_5562,10005562,Cajero,12,2021-09-23
5563,Empleado_5563,Apellido_5563,10005563,Vendedor,8,2024-05-12
5564,Empleado_5564,Apellido_5564,10005564,Cajero,10,2022-07-25
5565,Empleado_5565,Apellido_5565,10005565,Vendedor,1,2025-05-27
5566,Empleado_5566,Apellido_5566,10005566,Cajero,3,2025-02-14
5567,Empleado_5567,Apellido_5567,10005567,Vendedor,13,2025-04-11
5568,Empleado_5568,Apellido_5568,10005568,Cajero,3,2025-06-24
5569,Empleado_5569,Apellido_5569,10005569,Vendedor,7,2022-10-03
5570,Empleado_5570,Apellido_5570,10005570,Cajero,7,2024-12-04
5571,Empleado_5571,Apellido_5571,10005571,Vendedor,6,2022-03-06
5572,Empleado_5572,Apellido_5572,10005572,Cajero,10,2021-10-11
5573,Empleado_5573,Apellido_5573,10005573,Vendedor,13,2024-04-05
5574,Empleado_5574,Apellido_5574,10005574,Cajero,7,2023-07-28
5575,Empleado_5575,Apellido_5575,10005575,Vendedor,3,2025-08-13
5576,Empleado_5576,Apellido_5576,10005576,Cajero,11,2022-02-20
5577,Empleado_5577,Apellido_5577,10005577,Vendedor,6,2023-08-17
5578,Empleado_5578,Apellido_5578,10005578,Cajero,8,2020-10-24
5579,Empleado_5579,Apellido_5579,10005579,Vendedor,4,2024-09-06
5580,Empleado_5580,Apellido_5580,10005580,Cajero,8,2022-04-11
5581,Empleado_5581,Apellido_5581,10005581,Vendedor,11,2022-09-11
5582,Empleado_5582,Apellido_5582,10005582,Cajero,9,2020-11-24
5583,Empleado_5583,Apellido_5583,10005583,Vendedor,12,2023-05-26
5584,Empleado_5584,Apellido_5584,10005584,Cajero,15,2020-11-23
5585,Empleado_5585,Apellido_5585,10005585,Vendedor,13,2022-01-02
5586,Empleado_5586,Apellido_5586,10005586,Cajero,4,2020-11-20
5587,Empleado_5587,Apellido_5587,10005587,Vendedor,14,2024-11-02
5588,Empleado_5588,Apellido_5588,10005588,Cajero,1,2025-06-09
5589,Empleado_5589,Apellido_5589,10005589,Vendedor,14,2022-02-01
5590,Empleado_5590,Apellido_5590,10005590,Cajero,2,2024-06-16
5591,Empleado_5591,Apellido_5591,10005591,Vendedor,13,2023-11-23
5592,Empleado_5592,Apellido_5592,10005592,Cajero,6,2021-06-02
5593,Empleado_5593,Apellido_5593,10005593,Vendedor,2,2023-02-26
5594,Empleado_5594,Apellido_5594,10005594,Cajero,1,2021-12-11
5595,Empleado_5595,Apellido_5595,10005595,Vendedor,2,2022-10-28
5596,Empleado_5596,Apellido_5596,10005596,Cajero,9,2024-03-13
5597,Empleado_5597,Apellido_5597,10005597,Vendedor,7,2021-10-07
5598,Empleado_5598,Apellido_5598,10005598,Cajero,6,2025-03-31
5599,Empleado_5599,Apellido_5599,10005599,Vendedor,14,2025-05-17
5600,Empleado_5600,Apellido_5600,10005600,Cajero,4,2024-02-13
5601,Empleado_5601,Apellido_5601,10005601,Vendedor,3,2022-08-26
5602,Empleado_5602,Apellido_5602,10005602,Cajero,12,2022-02-24
5603,Empleado_5603,Apellido_5603,10005603,Vendedor,14,2022-01-06
5604,Empleado_5604,Apellido_5604,10005604,Cajero,12,2021-05-05
5605,Empleado_5605,Apellido_5605,10005605,Vendedor,3,2020-11-05
5606,Empleado_5606,Apellido_5606,10005606,Cajero,5,2024-10-09
5607,Empleado_5607,Apellido_5607,10005607,Vendedor,1,2022-03-30
5608,Empleado_5608,Apellido_5608,10005608,Cajero,8,2024-01-08
5609,Empleado_5609,Apellido_5609,10005609,Vendedor,14,2021-07-03
